name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,keywords
Fog Bank,{1}{U},2.0,Creature — Wall,"Defender (This creature can't attack.)
Flying
Prevent all combat damage that would be dealt to and dealt by this creature.",U,U,uncommon,BBD,Battlebond,117,0,2,,Flying;Defender
Fog Bank,{1}{U},2.0,Creature — Wall,"Defender (This creature can't attack.)
Flying
Prevent all combat damage that would be dealt to and dealt by this creature.",U,U,uncommon,CMM,Commander Masters,848,0,2,,Flying;Defender
Fog Bank,{1}{U},2.0,Creature — Wall,"Defender (This creature can't attack.)
Flying
Prevent all combat damage that would be dealt to and dealt by this creature.",U,U,uncommon,M3C,Modern Horizons 3 Commander,186,0,2,,Flying;Defender
Fog Bank,{1}{U},2.0,Creature — Wall,"Defender (This creature can't attack.)
Flying
Prevent all combat damage that would be dealt to and dealt by this creature.",U,U,uncommon,PLST,The List,BBD-117,0,2,,Flying;Defender
Fog Bank,{1}{U},2.0,Creature — Wall,"Defender (This creature can't attack.)
Flying
Prevent all combat damage that would be dealt to and dealt by this creature.",U,U,uncommon,GN3,Game Night: Free-for-All,28,0,2,,Flying;Defender
Foggy Swamp Hunters,{3}{B},4.0,Creature — Human Ranger Ally,"As long as you've drawn two or more cards this turn, this creature has lifelink and menace. (It can't be blocked except by two or more creatures.)",B,B,common,TLA,Avatar: The Last Airbender,101,3,4,,
Foggy Swamp Spirit Keeper,{1}{U}{B},3.0,Creature — Human Druid Ally,"Lifelink
Whenever you draw your second card each turn, create a 1/1 colorless Spirit creature token with ""This token can't block or be blocked by non-Spirit creatures.""","B,U","B,U",uncommon,TLA,Avatar: The Last Airbender,222,2,4,,Lifelink
Foggy Swamp Vinebender,{3}{G},4.0,Creature — Human Plant Ally,"This creature can't be blocked by creatures with power 2 or less.
Waterbend {5}: Put a +1/+1 counter on this creature. Activate only during your turn. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",G,G,common,TLA,Avatar: The Last Airbender,180,4,3,,Waterbend
Foot Elite,{2}{W/B},3.0,Creature — Human Ninja,"Whenever this creature attacks, another target creature you control gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","B,W","B,W",common,TMT,Teenage Mutant Ninja Turtles,146,2,4,,
Foot Mystic,{3}{B},4.0,Creature — Human Ninja Warlock,"Lifelink
Disappear — When this creature enters, if a permanent left the battlefield under your control this turn, create a 1/1 black Ninja creature token.",B,B,common,TMT,Teenage Mutant Ninja Turtles,63,2,4,,Disappear;Lifelink
Foot Ninjas,{4}{W/B}{W/B},6.0,Creature — Human Ninja,"Sneak {3}{W/B} (You may cast this spell for {3}{W/B} if you also return an unblocked attacker you control to hand during the declare blockers step. It enters tapped and attacking.)
When this creature enters, you gain 3 life.","B,W","B,W",common,TMT,Teenage Mutant Ninja Turtles,147,5,5,,Sneak
Foot Ninjas,{4}{W/B}{W/B},6.0,Creature — Human Ninja,"Sneak {3}{W/B} (You may cast this spell for {3}{W/B} if you also return an unblocked attacker you control to hand during the declare blockers step. It enters tapped and attacking.)
When this creature enters, you gain 3 life.","B,W","B,W",common,TMT,Teenage Mutant Ninja Turtles,209,5,5,,Sneak
Foraging Wickermaw,{2},2.0,Artifact Creature — Scarecrow,"When this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
{1}: Add one mana of any color. This creature becomes that color until end of turn. Activate only once each turn.",,,common,ECL,Lorwyn Eclipsed,256,1,3,,Surveil
Forecasting Fortune Teller,{1}{U},2.0,Creature — Human Advisor Ally,"When this creature enters, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",U,U,common,TLA,Avatar: The Last Airbender,51,1,3,,
Forensic Gadgeteer,{2}{U},3.0,Creature — Vedalken Artificer Detective,"Whenever you cast an artifact spell, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Activated abilities of artifacts you control cost {1} less to activate. This effect can't reduce the mana in that cost to less than one mana.",U,U,rare,PMKM,Murders at Karlov Manor Promos,57p,2,3,,Investigate
Forensic Gadgeteer,{2}{U},3.0,Creature — Vedalken Artificer Detective,"Whenever you cast an artifact spell, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Activated abilities of artifacts you control cost {1} less to activate. This effect can't reduce the mana in that cost to less than one mana.",U,U,rare,PMKM,Murders at Karlov Manor Promos,57s,2,3,,Investigate
Forensic Gadgeteer,{2}{U},3.0,Creature — Vedalken Artificer Detective,"Whenever you cast an artifact spell, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Activated abilities of artifacts you control cost {1} less to activate. This effect can't reduce the mana in that cost to less than one mana.",U,U,rare,MKM,Murders at Karlov Manor,57,2,3,,Investigate
Forensic Gadgeteer,{2}{U},3.0,Creature — Vedalken Artificer Detective,"Whenever you cast an artifact spell, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Activated abilities of artifacts you control cost {1} less to activate. This effect can't reduce the mana in that cost to less than one mana.",U,U,rare,MKM,Murders at Karlov Manor,342,2,3,,Investigate
Forensic Researcher,{2}{U},3.0,Creature — Merfolk Detective,"{T}: Untap another target permanent you control.
{T}, Collect evidence 3: Tap target creature you don't control. (To collect evidence 3, exile cards with total mana value 3 or greater from your graveyard.)",U,U,uncommon,MKM,Murders at Karlov Manor,58,1,3,,Collect evidence
Formation Breaker,{1}{G},2.0,Creature — Beast,"Creatures with power less than this creature's power can't block it.
As long as you control a creature with a counter on it, this creature gets +1/+2.",G,G,uncommon,TDM,Tarkir: Dragonstorm,143,2,1,,
Formidable Speaker,{2}{G},3.0,Creature — Elf Druid,"When this creature enters, you may discard a card. If you do, search your library for a creature card, reveal it, put it into your hand, then shuffle.
{1}, {T}: Untap another target permanent.",G,G,rare,ECL,Lorwyn Eclipsed,366,2,4,,
Formidable Speaker,{2}{G},3.0,Creature — Elf Druid,"When this creature enters, you may discard a card. If you do, search your library for a creature card, reveal it, put it into your hand, then shuffle.
{1}, {T}: Untap another target permanent.",G,G,rare,PECL,Lorwyn Eclipsed Promos,176p,2,4,,
Formidable Speaker,{2}{G},3.0,Creature — Elf Druid,"When this creature enters, you may discard a card. If you do, search your library for a creature card, reveal it, put it into your hand, then shuffle.
{1}, {T}: Untap another target permanent.",G,G,rare,ECL,Lorwyn Eclipsed,176,2,4,,
Forsaken Miner,{B},1.0,Creature — Skeleton Rogue,"This creature can't block.
Whenever you commit a crime, you may pay {B}. If you do, return this card from your graveyard to the battlefield. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",B,B,uncommon,OTJ,Outlaws of Thunder Junction,88,2,2,,
Fortress Kin-Guard,{1}{W},2.0,Creature — Dog Soldier,"When this creature enters, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",W,W,common,TDM,Tarkir: Dragonstorm,12,1,2,,Endure
"Fortune, Loyal Steed",{2}{W},3.0,Legendary Creature — Beast Mount,"When Fortune enters, scry 2.
Whenever Fortune attacks while saddled, at end of combat, exile it and up to one creature that saddled it this turn, then return those cards to the battlefield under their owner's control.
Saddle 1",W,W,rare,OTJ,Outlaws of Thunder Junction,313,2,4,,Saddle;Scry
"Fortune, Loyal Steed",{2}{W},3.0,Legendary Creature — Beast Mount,"When Fortune enters, scry 2.
Whenever Fortune attacks while saddled, at end of combat, exile it and up to one creature that saddled it this turn, then return those cards to the battlefield under their owner's control.
Saddle 1",W,W,rare,OTJ,Outlaws of Thunder Junction,12,2,4,,Saddle;Scry
"Fortune, Loyal Steed",{2}{W},3.0,Legendary Creature — Beast Mount,"When Fortune enters, scry 2.
Whenever Fortune attacks while saddled, at end of combat, exile it and up to one creature that saddled it this turn, then return those cards to the battlefield under their owner's control.
Saddle 1",W,W,rare,POTJ,Outlaws of Thunder Junction Promos,12s,2,4,,Saddle;Scry
"Fortune, Loyal Steed",{2}{W},3.0,Legendary Creature — Beast Mount,"When Fortune enters, scry 2.
Whenever Fortune attacks while saddled, at end of combat, exile it and up to one creature that saddled it this turn, then return those cards to the battlefield under their owner's control.
Saddle 1",W,W,rare,POTJ,Outlaws of Thunder Junction Promos,12p,2,4,,Saddle;Scry
Forum Familiar,{W},1.0,Creature — Cat,"Disguise {1}{W} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)
When this creature is turned face up, return another target permanent you control to its owner's hand and put a +1/+1 counter on this creature.",W,W,uncommon,MKM,Murders at Karlov Manor,16,1,1,,Disguise
Frantic Scapegoat,{R},1.0,Creature — Goat,"Haste
When this creature enters, suspect it. (It has menace and can't block.)
Whenever one or more other creatures you control enter, if this creature is suspected, you may suspect one of the other creatures. If you do, this creature is no longer suspected.",R,R,uncommon,MKM,Murders at Karlov Manor,347,1,1,,Suspect;Haste
Frantic Scapegoat,{R},1.0,Creature — Goat,"Haste
When this creature enters, suspect it. (It has menace and can't block.)
Whenever one or more other creatures you control enter, if this creature is suspected, you may suspect one of the other creatures. If you do, this creature is no longer suspected.",R,R,uncommon,MKM,Murders at Karlov Manor,126,1,1,,Suspect;Haste
Freestrider Commando,{2}{G},3.0,Creature — Centaur Mercenary,"This creature enters with two +1/+1 counters on it if it wasn't cast or no mana was spent to cast it.
Plot {3}{G} (You may pay {3}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",G,G,common,OTJ,Outlaws of Thunder Junction,162,3,3,,Plot
Freestrider Lookout,{2}{G},3.0,Creature — Human Rogue,"Reach
Whenever you commit a crime, look at the top five cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest on the bottom of your library in a random order. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",G,G,rare,POTJ,Outlaws of Thunder Junction Promos,163p,3,3,,Reach
Freestrider Lookout,{2}{G},3.0,Creature — Human Rogue,"Reach
Whenever you commit a crime, look at the top five cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest on the bottom of your library in a random order. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",G,G,rare,OTJ,Outlaws of Thunder Junction,163,3,3,,Reach
Freestrider Lookout,{2}{G},3.0,Creature — Human Rogue,"Reach
Whenever you commit a crime, look at the top five cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest on the bottom of your library in a random order. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",G,G,rare,OTJ,Outlaws of Thunder Junction,340,3,3,,Reach
Freestrider Lookout,{2}{G},3.0,Creature — Human Rogue,"Reach
Whenever you commit a crime, look at the top five cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest on the bottom of your library in a random order. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",G,G,rare,POTJ,Outlaws of Thunder Junction Promos,163s,3,3,,Reach
Frenzied Baloth,{G}{G},2.0,Creature — Beast,"This spell can't be countered.
Trample, haste
Creature spells you control can't be countered.
Combat damage can't be prevented.",G,G,rare,PEOE,Edge of Eternities Promos,183p,3,2,,Haste;Trample
Frenzied Baloth,{G}{G},2.0,Creature — Beast,"This spell can't be countered.
Trample, haste
Creature spells you control can't be countered.
Combat damage can't be prevented.",G,G,rare,EOE,Edge of Eternities,183,3,2,,Haste;Trample
Frenzied Baloth,{G}{G},2.0,Creature — Beast,"This spell can't be countered.
Trample, haste
Creature spells you control can't be countered.
Combat damage can't be prevented.",G,G,rare,PEOE,Edge of Eternities Promos,183s,3,2,,Haste;Trample
Frenzied Baloth,{G}{G},2.0,Creature — Beast,"This spell can't be countered.
Trample, haste
Creature spells you control can't be countered.
Combat damage can't be prevented.",G,G,rare,EOE,Edge of Eternities,342,3,2,,Haste;Trample
Frenzied Goblin,{R},1.0,Creature — Goblin Berserker,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",R,R,common,J22,Jumpstart 2022,536,1,1,,
Frenzied Goblin,{R},1.0,Creature — Goblin Berserker,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",R,R,uncommon,GK1,GRN Guild Kit,81,1,1,,
Frenzied Goblin,{R},1.0,Creature — Goblin Berserker,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",R,R,uncommon,DDN,Duel Decks: Speed vs. Cunning,2,1,1,,
Frenzied Goblin,{R},1.0,Creature — Goblin Berserker,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",R,R,common,A25,Masters 25,131,1,1,,
Frenzied Goblin,{R},1.0,Creature — Goblin Berserker,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",R,R,uncommon,M15,Magic 2015,142,1,1,,
Frenzied Goblin,{R},1.0,Creature — Goblin Berserker,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",R,R,uncommon,CLU,Ravnica: Clue Edition,135,1,1,,
Frenzied Goblin,{R},1.0,Creature — Goblin Berserker,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",R,R,rare,F15,Friday Night Magic 2015,1,1,1,,
Frenzied Goblin,{R},1.0,Creature — Goblin Berserker,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",R,R,uncommon,RAV,Ravnica: City of Guilds,125,1,1,,
Frenzied Goblin,{R},1.0,Creature — Goblin Berserker,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",R,R,uncommon,FDN,Foundations,199,1,1,,
Frenzied Goblin,{R},1.0,Creature — Goblin Berserker,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",R,R,uncommon,PRM,Magic Online Promos,55703,1,1,,
Frenzied Goblin,{R},1.0,Creature — Goblin Berserker,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",R,R,uncommon,PSAL,Salvat 2005,I16,1,1,,
