name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,keywords
Another Round,{X}{X}{2}{W},3.0,Sorcery,"Exile any number of creatures you control, then return them to the battlefield under their owner's control. Then repeat this process X more times.",W,W,rare,POTJ,Outlaws of Thunder Junction Promos,1p,,,,
Anzrag's Rampage,{3}{R}{R},5.0,Sorcery,"Destroy all artifacts you don't control, then exile the top X cards of your library, where X is the number of artifacts that were put into graveyards from the battlefield this turn. You may put a creature card exiled this way onto the battlefield. It gains haste. Return it to your hand at the beginning of the next end step.",R,R,rare,MKM,Murders at Karlov Manor,303,,,,
Anzrag's Rampage,{3}{R}{R},5.0,Sorcery,"Destroy all artifacts you don't control, then exile the top X cards of your library, where X is the number of artifacts that were put into graveyards from the battlefield this turn. You may put a creature card exiled this way onto the battlefield. It gains haste. Return it to your hand at the beginning of the next end step.",R,R,rare,PMKM,Murders at Karlov Manor Promos,111s,,,,
Anzrag's Rampage,{3}{R}{R},5.0,Sorcery,"Destroy all artifacts you don't control, then exile the top X cards of your library, where X is the number of artifacts that were put into graveyards from the battlefield this turn. You may put a creature card exiled this way onto the battlefield. It gains haste. Return it to your hand at the beginning of the next end step.",R,R,rare,MKM,Murders at Karlov Manor,111,,,,
Anzrag's Rampage,{3}{R}{R},5.0,Sorcery,"Destroy all artifacts you don't control, then exile the top X cards of your library, where X is the number of artifacts that were put into graveyards from the battlefield this turn. You may put a creature card exiled this way onto the battlefield. It gains haste. Return it to your hand at the beginning of the next end step.",R,R,rare,PMKM,Murders at Karlov Manor Promos,111p,,,,
Asinine Antics,{2}{U}{U},4.0,Sorcery,"You may cast this spell as though it had flash if you pay {2} more to cast it.
For each creature your opponents control, create a Cursed Role token attached to that creature. (If you control another Role on it, put that one into the graveyard. Enchanted creature is 1/1.)",U,U,mythic,PWOE,Wilds of Eldraine Promos,42p,,,,Role token
Asinine Antics,{2}{U}{U},4.0,Sorcery,"You may cast this spell as though it had flash if you pay {2} more to cast it.
For each creature your opponents control, create a Cursed Role token attached to that creature. (If you control another Role on it, put that one into the graveyard. Enchanted creature is 1/1.)",U,U,mythic,WOE,Wilds of Eldraine,42,,,,Role token
Asinine Antics,{2}{U}{U},4.0,Sorcery,"You may cast this spell as though it had flash if you pay {2} more to cast it.
For each creature your opponents control, create a Cursed Role token attached to that creature. (If you control another Role on it, put that one into the graveyard. Enchanted creature is 1/1.)",U,U,mythic,PWOE,Wilds of Eldraine Promos,42s,,,,Role token
Asinine Antics,{2}{U}{U},4.0,Sorcery,"You may cast this spell as though it had flash if you pay {2} more to cast it.
For each creature your opponents control, create a Cursed Role token attached to that creature. (If you control another Role on it, put that one into the graveyard. Enchanted creature is 1/1.)",U,U,mythic,WOE,Wilds of Eldraine,330,,,,Role token
Assert Perfection,{1}{G},2.0,Sorcery,Target creature you control gets +1/+0 until end of turn. It deals damage equal to its power to up to one target creature an opponent controls.,G,G,common,ECL,Lorwyn Eclipsed,164,,,,
Audience with Trostani,{2}{G},3.0,Sorcery,"Create a 0/1 green Plant creature token, then draw cards equal to the number of differently named creature tokens you control.",G,G,rare,PMKM,Murders at Karlov Manor Promos,152p,,,,
Audience with Trostani,{2}{G},3.0,Sorcery,"Create a 0/1 green Plant creature token, then draw cards equal to the number of differently named creature tokens you control.",G,G,rare,PMKM,Murders at Karlov Manor Promos,152s,,,,
Audience with Trostani,{2}{G},3.0,Sorcery,"Create a 0/1 green Plant creature token, then draw cards equal to the number of differently named creature tokens you control.",G,G,rare,MKM,Murders at Karlov Manor,309,,,,
Audience with Trostani,{2}{G},3.0,Sorcery,"Create a 0/1 green Plant creature token, then draw cards equal to the number of differently named creature tokens you control.",G,G,rare,MKM,Murders at Karlov Manor,152,,,,
Auntie's Sentence,{1}{B},2.0,Sorcery,"Choose one —
• Target opponent reveals their hand. You choose a nonland permanent card from it. That player discards that card.
• Target creature gets -2/-2 until end of turn.",B,B,common,ECL,Lorwyn Eclipsed,85,,,,
Avatar's Wrath,{2}{W}{W},4.0,Sorcery,"Choose up to one target creature, then airbend all other creatures. (Exile them. While each one is exiled, its owner may cast it for {2} rather than its mana cost.)
Until your next turn, your opponents can't cast spells from anywhere other than their hands.
Exile Avatar's Wrath.",W,W,rare,PTLA,Avatar: The Last Airbender Promos,12s,,,,Airbend
Avatar's Wrath,{2}{W}{W},4.0,Sorcery,"Choose up to one target creature, then airbend all other creatures. (Exile them. While each one is exiled, its owner may cast it for {2} rather than its mana cost.)
Until your next turn, your opponents can't cast spells from anywhere other than their hands.
Exile Avatar's Wrath.",W,W,rare,TLA,Avatar: The Last Airbender,12,,,,Airbend
Avatar's Wrath,{2}{W}{W},4.0,Sorcery,"Choose up to one target creature, then airbend all other creatures. (Exile them. While each one is exiled, its owner may cast it for {2} rather than its mana cost.)
Until your next turn, your opponents can't cast spells from anywhere other than their hands.
Exile Avatar's Wrath.",W,W,rare,TLA,Avatar: The Last Airbender,365,,,,Airbend
